mcc,eval_loss,acc,prec_micro,prec_macro,rec_micro,rec_macro,f1_micro,f1_macro,data_name,model_name,seed,train_batch_size,epoch
0.6658823321031505,0.609518438577652,0.7746563060370592,0.7746563060370592,0.688166506388065,0.7746563060370592,0.6836104937417037,0.7746563060370592,0.680741493878379,es_en_DEEPL_quad,ConfliBERT-cont-cased,123,8,1
0.6914828942035551,0.59568192152416,0.7943813508667065,0.7943813508667065,0.7078661462454259,0.7943813508667065,0.6984023527172744,0.7943813508667065,0.6992055029310135,es_en_DEEPL_quad,ConfliBERT-cont-cased,123,8,2
0.6647403366679647,0.8289617755833794,0.7740585774058577,0.7740585774058577,0.670935826188798,0.7740585774058577,0.6852701960412253,0.7740585774058578,0.6752697465079958,es_en_DEEPL_quad,ConfliBERT-cont-cased,123,8,3
0.6722494688583082,1.088861444417168,0.780035863717872,0.780035863717872,0.674277824316067,0.780035863717872,0.6943787415995989,0.780035863717872,0.6825909358519247,es_en_DEEPL_quad,ConfliBERT-cont-cased,123,8,4
0.675263496302662,1.2036215592833126,0.7836222355050807,0.7836222355050807,0.6843309397607371,0.7836222355050807,0.6924314257573682,0.7836222355050808,0.688006712238401,es_en_DEEPL_quad,ConfliBERT-cont-cased,123,8,5
0.6766096026714737,0.5883625447750092,0.7830245068738793,0.7830245068738793,0.6859955871349912,0.7830245068738793,0.7012608045865518,0.7830245068738793,0.6924899087988476,es_en_DEEPL_quad,ConfliBERT-cont-cased,124,8,1
0.6539544553692508,0.6739516994532417,0.7650926479378363,0.7650926479378363,0.6656764965534948,0.7650926479378363,0.6761351548448025,0.7650926479378362,0.6640797645453945,es_en_DEEPL_quad,ConfliBERT-cont-cased,124,8,2
0.6825278917173826,0.83928842754925,0.7890017931858936,0.7890017931858936,0.6876918212375219,0.7890017931858936,0.6970458195698683,0.7890017931858937,0.6917840101048617,es_en_DEEPL_quad,ConfliBERT-cont-cased,124,8,3
0.6734492084146052,1.0780196084695703,0.7824267782426778,0.7824267782426778,0.6764359237744552,0.7824267782426778,0.6878585968479947,0.7824267782426778,0.6814227047541644,es_en_DEEPL_quad,ConfliBERT-cont-cased,124,8,4
0.6690282405794021,1.208569908843321,0.7782426778242678,0.7782426778242678,0.6720572449823202,0.7782426778242678,0.6881987405175752,0.7782426778242678,0.6792404063887704,es_en_DEEPL_quad,ConfliBERT-cont-cased,124,8,5
0.6354988103452165,0.6930959259762484,0.7477585176329946,0.7477585176329946,0.6497104267822855,0.7477585176329946,0.6593228189512378,0.7477585176329946,0.6389619262258114,es_en_DEEPL_quad,ConfliBERT-cont-cased,125,8,1
0.6754082073278244,0.7466684965526357,0.7884040645546921,0.7884040645546921,0.7189445065543817,0.7884040645546921,0.6603847524564576,0.7884040645546921,0.6755133885762376,es_en_DEEPL_quad,ConfliBERT-cont-cased,125,8,2
0.6708769091147369,0.8233098247471977,0.775851763299462,0.775851763299462,0.67239090108078,0.775851763299462,0.6979250977812405,0.7758517632994619,0.6837604569808897,es_en_DEEPL_quad,ConfliBERT-cont-cased,125,8,3
0.6850975429667074,1.0838917283450855,0.7901972504482965,0.7901972504482965,0.6902084617311959,0.7901972504482965,0.6894712994700047,0.7901972504482964,0.687166534160254,es_en_DEEPL_quad,ConfliBERT-cont-cased,125,8,4
0.6650179060586524,1.198902459705577,0.7752540346682606,0.7752540346682606,0.6690845613981318,0.7752540346682606,0.6852466725327712,0.7752540346682606,0.6763665936665084,es_en_DEEPL_quad,ConfliBERT-cont-cased,125,8,5
