mcc,accuracy,f1_score,tp,tn,fp,fn,auroc,auprc,eval_loss,acc,prec,rec,f1,data_name,model_name,seed,train_batch_size,epoch
0.7003207408325841,0,0,177,149,43,16,0.9277310017271156,0.9151259236751098,0.37921150773763657,0.8467532467532467,0.8045454545454546,0.917098445595855,0.8571428571428572,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,1
0.627515655971887,0,0,191,112,80,2,0.9234401986183074,0.8926216071458607,0.5206291526556015,0.787012987012987,0.7047970479704797,0.9896373056994818,0.8232758620689655,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,2
0.7111111352865163,0,0,182,145,47,11,0.9076262953367876,0.8395954932683121,0.4055934399366379,0.8493506493506493,0.7947598253275109,0.9430051813471503,0.862559241706161,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,3
0.688608192550179,0,0,179,144,48,14,0.9202018566493955,0.8806997576604891,0.6487198621034622,0.8389610389610389,0.788546255506608,0.927461139896373,0.8523809523809525,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,4
0.6808260774767008,0,0,171,152,40,22,0.9132933937823834,0.8762428779269652,0.6504442244768143,0.8389610389610389,0.8104265402843602,0.8860103626943006,0.8465346534653466,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,123,8,5
0.721318426919297,0,0,188,139,53,5,0.938714378238342,0.913630637840203,0.4098190739750862,0.8493506493506493,0.7800829875518672,0.9740932642487047,0.8663594470046083,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,1
0.6954471586584625,0,0,186,136,56,7,0.9173143350604489,0.8802883511753671,0.49852345883846283,0.8363636363636363,0.768595041322314,0.9637305699481865,0.8551724137931035,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,2
0.6822588269409023,0,0,181,140,52,12,0.9198240500863558,0.9012963746181858,0.5551553815603256,0.8337662337662337,0.776824034334764,0.9378238341968912,0.8497652582159625,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,3
0.7039915819366348,0,0,163,165,27,30,0.919041450777202,0.9118896709930842,0.6639856994152069,0.8519480519480519,0.8578947368421053,0.844559585492228,0.8511749347258485,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,4
0.6975833107671,0,0,174,152,40,19,0.9075993091537133,0.8783744222346994,0.6965759694576263,0.8467532467532467,0.8130841121495327,0.9015544041450777,0.855036855036855,BinQuad_EN_ES_DEEPL_vercoop,ConfliBERT-Spanish-multilingual-cased-v2,124,8,5
